kategori_produk,review,family_template,jenis_produk,merek,warna,material,bentuk_kemasan,log_harga,is_non_brand,berat_kg,tebal_mm,jumlah_lembar,ukuran_cm,panjang_meter,yard,box_panjang_cm,box_lebar_cm,box_tinggi_cm,log_volume_box_cm3,lebar_cm_roll,panjang_meter_roll,lebar_pair_yard,panjang_yard_pair,is_bflute,is_cflute,is_foam,is_kraft,jumlah_dimensi_x,panjang_nama,jumlah_token,nama_produk_normalized,split_grouped,has_box_dimension,has_roll_dimension,has_yard_dimension
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.389026137075234,0,0.0,0.0,0.0,30.0,175.0,0.0,0.0,0.0,0.0,0.0,30.0,175.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 175 meter,train,0,1,0
Peralatan Industri,3.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.472781556562168,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 50 cm x 75 cm,train,0,0,0
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.11029282045951,0,0.0,5.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 5 mm,train,0,1,0
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.60987303543023,0,0.0,2.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 2 mm,train,0,1,0
Perekat,2.5,lakban,lakban,smilepack,biru,lainnya,lainnya,9.024131268455037,0,0.0,45.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,85.0,0,0,0,0,1,37,8,lakban smilepack biru 45 mm x 85 yard,train,0,0,1
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,8.999742789830492,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 45 cm x 65 cm,train,0,0,0
Perekat,3.5,lakban,lakban,deli,merah,lainnya,lainnya,9.071193240566023,0,0.0,45.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,90.0,0,0,0,0,1,33,8,lakban deli merah 45 mm x 90 yard,train,0,0,1
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,9.711176264112805,0,0.0,0.0,0.0,10.0,250.0,0.0,0.0,0.0,0.0,0.0,10.0,250.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 10 cm x 250 meter,train,0,1,0
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.433563920090563,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train,0,0,0
Perekat,4.0,lakban,lakban,smilepack,coklat,lainnya,lainnya,9.259225769705994,0,0.0,48.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,90.0,0,0,0,0,1,48,9,lakban unboxing coklat smilepack 48 mm x 90 yard,train,0,0,1
Kemasan Fleksibel,2.5,wrapping,wrapping,lainnya,bening,lainnya,lainnya,10.34177474101152,0,0.0,0.0,0.0,50.0,150.0,0.0,0.0,0.0,0.0,0.0,50.0,150.0,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 50 cm x 150 meter,train,0,1,0
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,upack,hitam,lainnya,lainnya,11.211833885608511,0,2.2,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0,0,0,0,1,47,10,bubble wrap upack hitam 2.2kg 125 cm x 25 meter,train,0,1,0
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,lainnya,lainnya,11.527823929632197,0,10.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,31,6,kardus singleface 160 cm x 10kg,train,0,0,0
Material Busa,3.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.487488878546143,0,0.0,2.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 2 mm,train,0,1,0
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,bening,lainnya,lainnya,10.239995502805316,0,0.0,0.0,0.0,30.0,250.0,0.0,0.0,0.0,0.0,0.0,30.0,250.0,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 30 cm x 250 meter,train,0,1,0
Perekat,3.5,lakban,lakban,deli,biru,lainnya,lainnya,8.575650760987806,0,0.0,45.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,0,0,0,0,1,32,8,lakban deli biru 45 mm x 50 yard,train,0,0,1
Kemasan Fleksibel,4.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,10.0,150.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 10 cm x 150 meter,train,0,1,0
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,11.350418300109132,0,3.2,0.0,0.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,0,0,0,0,1,48,10,bubble wrap sanpack hitam 3.2kg 30 cm x 50 meter,train,0,1,0
Perekat,3.5,lakban,lakban,sanpack,merah,lainnya,lainnya,8.962007209588313,0,0.0,48.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,65.0,0,0,0,0,1,36,8,lakban sanpack merah 48 mm x 65 yard,train,0,0,1
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.745488641595722,0,0.0,3.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 3 mm,train,0,1,0
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,bening,lainnya,lainnya,10.043292972227004,0,0.0,0.0,0.0,30.0,175.0,0.0,0.0,0.0,0.0,0.0,30.0,175.0,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 30 cm x 175 meter,train,0,1,0
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,10.085850775128716,0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 60 cm x 90 cm,train,0,0,0
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.99884318585288,0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 60 cm x 90 cm,train,0,0,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,11.258046118484,0,3.0,0.0,0.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,0,0,0,0,1,45,10,bubble wrap gmp bening 3.0kg 30 cm x 50 meter,train,0,1,0
Kemasan Fleksibel,4.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.404293143019792,0,0.0,0.0,0.0,30.0,250.0,0.0,0.0,0.0,0.0,0.0,30.0,250.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 250 meter,train,0,1,0
Label,3.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.165890277802454,0,0.0,80.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,43,10,thermal unboxing 80 mm x 80 mm x 500 lembar,train,0,0,0
Kardus Kemasan,2.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.31898612539206,0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,20.0,10.0,8.699681400989514,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 30 cm x 20 cm x 10 cm bflute,train,1,0,0
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.071218539969863,0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,20.0,21.0,9.298442820197728,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 26 cm x 20 cm x 21 cm bflute,train,1,0,0
Alat Pengemasan,4.5,tools,cutter,joyko,lainnya,lainnya,lainnya,9.012011377036412,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,27,5,isi cutter besar joyko l150,train,0,0,0
Perekat,4.0,lakban,lakban,deli,putih,lainnya,lainnya,9.148571345578551,0,0.0,45.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,100.0,0,0,0,0,1,34,8,lakban deli putih 45 mm x 100 yard,train,0,0,1
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,8.665785595466064,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 45 cm x 65 cm,train,0,0,0
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,cflute,lainnya,8.101980731853192,0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,20.0,30.0,9.798182590890704,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 30 cm x 20 cm x 30 cm cflute,train,1,0,0
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,11.289794413577894,0,3.0,0.0,0.0,60.0,25.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,0.0,0.0,0,0,0,0,1,44,10,bubble wrap gmp hitam 3.0kg 60 cm x 25 meter,train,0,1,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,11.477308649967686,0,3.2,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0,0,0,0,1,46,10,bubble wrap gmp bening 3.2kg 125 cm x 25 meter,train,0,1,0
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.389026137075234,0,0.0,100.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,42,9,sticker thermal 100 mm x 150 mm 500 lembar,train,0,0,0
Perekat,3.5,lakban,lakban,smilepack,biru,lainnya,lainnya,9.259225769705994,0,0.0,48.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,80.0,0,0,0,0,1,46,9,lakban unboxing biru smilepack 48 mm x 80 yard,train,0,0,1
Pengikat,4.5,tali_rafia,lainnya,lainnya,merah,lainnya,lainnya,9.741027444837728,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,20,4,tali rafia merah 1kg,train,0,0,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,11.277215789596893,0,2.2,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0,0,0,0,1,48,10,bubble wrap global hitam 2.2kg 125 cm x 25 meter,train,0,1,0
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,11.402005077384883,0,2.4,0.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,0,0,0,0,1,49,10,bubble wrap sanpack hitam 2.4kg 60 cm x 100 meter,train,0,1,0
Perekat,3.5,lakban,lakban,deli,biru,lainnya,lainnya,8.867990898182093,0,0.0,48.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,65.0,0,0,0,0,1,32,8,lakban deli biru 48 mm x 65 yard,train,0,0,1
Perlengkapan Rumah,2.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.15915233520675,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 30 cm x 50 cm,train,0,0,0
Perekat,4.5,lakban,lakban,sanpack,bening,lainnya,lainnya,9.200391041122517,0,0.0,48.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,75.0,0,0,0,0,1,45,9,lakban fragile bening sanpack 48 mm x 75 yard,train,0,0,1
Perekat,3.5,lakban,lakban,smilepack,merah,lainnya,lainnya,9.19023970026918,0,0.0,48.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,80.0,0,0,0,0,1,46,9,lakban fragile merah smilepack 48 mm x 80 yard,train,0,0,1
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.881567435377423,0,0.0,4.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 4 mm,train,0,1,0
Perlengkapan Pengemasan,3.5,karung,plastik,lainnya,lainnya,lainnya,lainnya,10.896757843893464,0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,36,8,karung plastik jumbo 110 cm x 180 cm,train,0,0,0
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,biru,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,37,8,plastik polymailer biru 35 cm x 50 cm,train,0,0,0
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.137253960339487,0,0.0,5.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 5 mm,train,0,1,0
Peralatan Industri,2.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.748463629942055,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train,0,0,0
Peralatan Industri,3.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.517393171418904,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train,0,0,0
Perekat,3.0,lakban,lakban,smilepack,putih,lainnya,lainnya,9.071193240566023,0,0.0,48.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,70.0,0,0,0,0,1,38,8,lakban smilepack putih 48 mm x 70 yard,train,0,0,1
Perekat,3.5,lakban,lakban,yatta,biru,lainnya,lainnya,8.716207971151853,0,0.0,45.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,65.0,0,0,0,0,1,33,8,lakban yatta biru 45 mm x 65 yard,train,0,0,1
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,bening,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,10.0,200.0,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 10 cm x 200 meter,train,0,1,0
Perekat,4.0,lakban,lakban,yatta,biru,lainnya,lainnya,9.12706745278236,0,0.0,48.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,75.0,0,0,0,0,1,33,8,lakban yatta biru 48 mm x 75 yard,train,0,0,1
Perlengkapan Rumah,3.5,trash_bag,plastik,lainnya,lainnya,pe,lainnya,10.92415631759022,0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,9,plastik sampah jumbo pe 120 cm x 180 cm,train,0,0,0
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.94323910384853,0,0.0,4.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 4 mm,train,0,1,0
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.39274525863144,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 45 cm x 65 cm,train,0,0,0
Peralatan Industri,4.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.03947991910045,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 45 cm x 50 cm,train,0,0,0
Perekat,4.5,lakban,lakban,smilepack,putih,lainnya,lainnya,9.116139576577355,0,0.0,45.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,90.0,0,0,0,0,1,46,9,lakban fragile putih smilepack 45 mm x 90 yard,train,0,0,1
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,kraft,lainnya,7.901377353792616,0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,35.0,30.0,10.963895944251435,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 55 cm x 35 cm x 30 cm kraft,train,1,0,0
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.417147664184917,0,0.0,1.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 1 mm,train,0,1,0
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,11.283524879179666,0,2.2,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0,0,0,0,1,46,10,bubble wrap gmp bening 2.2kg 125 cm x 25 meter,train,0,1,0
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,11.42410518016564,0,2.7,0.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,0,0,0,0,1,48,10,bubble wrap global hitam 2.7kg 60 cm x 100 meter,train,0,1,0
Material Busa,4.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.84132849667433,0,0.0,3.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 3 mm,train,0,1,0
Peralatan Industri,4.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,7.496097345175956,0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 25 cm x 40 cm,train,0,0,0
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,lainnya,lainnya,11.296024885689746,0,10.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,30,6,kardus singleface 80 cm x 10kg,train,0,0,0
Perekat,4.0,double_tape,pe foam,joyko,lainnya,foam,lainnya,10.239995502805316,0,0.0,24.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,39,9,double tape foam joyko 24 mm x 10 meter,train,0,0,0
Perekat,3.5,double_tape,pe foam,non brand,lainnya,foam,lainnya,10.184937747111393,1,0.0,48.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,42,10,double tape foam non brand 48 mm x 3 meter,train,0,0,0
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.32551474894327,0,0.0,100.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,48,10,sticker thermal lipat 100 mm x 100 mm 300 lembar,train,0,0,0
Kemasan Pengiriman,4.0,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.546884034617923,0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 40 cm x 55 cm,train,0,0,0
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.275085591132717,0,0.0,0.0,0.0,30.0,150.0,0.0,0.0,0.0,0.0,0.0,30.0,150.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 150 meter,train,0,1,0
Perlengkapan Pengemasan,3.0,karung,karung,lainnya,lainnya,lainnya,lainnya,10.021315031649332,0,0.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0,0.0,0.0,0,0,0,0,1,39,8,karung bagor lembaran 100 cm x 10 meter,train,0,1,0
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.545367754151744,0,0.0,0.0,0.0,30.0,250.0,0.0,0.0,0.0,0.0,0.0,30.0,250.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 250 meter,train,0,1,0
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,kraft,lainnya,7.824445930877619,0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,25.0,15.0,9.733647773244227,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 45 cm x 25 cm x 15 cm kraft,train,1,0,0
Label,3.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.12667110305036,0,0.0,100.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,45,10,thermal unboxing 100 mm x 100 mm x 300 lembar,train,0,0,0
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.567240979056246,0,0.0,2.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 2 mm,train,0,1,0
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 35 cm x 50 cm,train,0,0,0
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.216358332386156,0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,25.0,15.0,9.733647773244227,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 45 cm x 25 cm x 15 cm bflute,train,1,0,0
Perekat,4.0,lakban,lakban,yatta,bening,lainnya,lainnya,9.210440366976515,0,0.0,45.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,75.0,0,0,0,0,1,52,10,lakban fresh vegetables bening yatta 45 mm x 75 yard,train,0,0,1
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.747229096720554,0,0.0,60.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,47,10,sticker thermal lipat 60 mm x 40 mm 1000 lembar,train,0,0,0
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,kraft,lainnya,8.071218539969863,0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,35.0,30.0,10.963895944251435,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 55 cm x 35 cm x 30 cm kraft,train,1,0,0
Kemasan Pengiriman,4.0,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 25 cm x 35 cm,train,0,0,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,10.887455624298198,0,2.4,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0,0,0,0,1,47,10,bubble wrap global hitam 2.4kg 30 cm x 25 meter,train,0,1,0
Perekat,3.5,lakban,lakban,deli,merah,lainnya,lainnya,8.556606193773073,0,0.0,48.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,50.0,0,0,0,0,1,33,8,lakban deli merah 48 mm x 50 yard,train,0,0,1
Peralatan Industri,3.5,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.999742789830492,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 45 cm x 50 cm,train,0,0,0
Perekat,3.5,lakban,lakban,non brand,coklat,lainnya,lainnya,8.716207971151853,1,0.0,48.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,65.0,0,0,0,0,1,39,9,lakban non brand coklat 48 mm x 65 yard,train,0,0,1
Alat Pengemasan,2.5,tools,staples,deli,lainnya,lainnya,lainnya,9.798182590890704,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,isi staples kecil deli,train,0,0,0
Perlengkapan Pengemasan,3.5,karung,plastik,lainnya,lainnya,lainnya,lainnya,10.950824090522444,0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,36,8,karung plastik jumbo 110 cm x 180 cm,train,0,0,0
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 25 cm x 35 cm,train,0,0,0
Perekat,3.5,lakban,lakban,yatta,biru,lainnya,lainnya,9.259225769705994,0,0.0,45.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,100.0,0,0,0,0,1,34,8,lakban yatta biru 45 mm x 100 yard,train,0,0,1
Alat Pengemasan,3.5,tools,staples,deli,lainnya,lainnya,lainnya,9.680406499268877,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,isi staples kecil deli,train,0,0,0
